# git tag version 2.1.1 |  motus version 2.1.1 | map_tax 2.1.1 | gene database: nr2.1.1 | calc_mgc 2.1.1 -y insert.scaled_counts -l 75 | calc_motu 2.1.1 -k mOTU -C no_CAMI -g 3 | taxonomy: ref_mOTU_2.1.1 meta_mOTU_2.1.1
# call: python /home/antonycp/tools/mOTUs_v2/motus profile -q -s /home/antonycp/Desktop/checkm_bincoverage_test/Humanclean_3831_DNAtissue_R1.fastq.gz,/home/antonycp/Desktop/checkm_bincoverage_test/Humanclean_3831_DNAtissue_R2.fastq.gz
#mOTU	consensus_taxonomy	unnamed sample
meta_mOTU_v2_5590	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5591	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5592	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Cryomorphaceae|g__unknown Cryomorphaceae|s__unknown Cryomorphaceae	0.0000000000
meta_mOTU_v2_5593	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5594	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5595	k__Bacteria|p__Chloroflexi|c__unknown Chloroflexi|o__unknown Chloroflexi|f__unknown Chloroflexi|g__unknown Chloroflexi|s__unknown Chloroflexi	0.0000000000
meta_mOTU_v2_5596	k__Bacteria|p__candidatus Saccharibacteria|c__unknown candidatus Saccharibacteria|o__unknown candidatus Saccharibacteria|f__unknown candidatus Saccharibacteria|g__unknown candidatus Saccharibacteria|s__unknown candidatus Saccharibacteria	0.0000000000
meta_mOTU_v2_5597	k__Bacteria|p__Chloroflexi|c__unknown Chloroflexi|o__unknown Chloroflexi|f__unknown Chloroflexi|g__unknown Chloroflexi|s__unknown Chloroflexi	0.0000000000
meta_mOTU_v2_5598	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5599	k__Archaea|p__unknown Archaea|c__unknown Archaea|o__unknown Archaea|f__unknown Archaea|g__unknown Archaea|s__unknown Archaea	0.0000000000
meta_mOTU_v2_5600	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__unknown Actinobacteria|f__unknown Actinobacteria|g__unknown Actinobacteria|s__unknown Actinobacteria	0.0000000000
meta_mOTU_v2_5601	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__candidatus Thioglobus|s__unknown candidatus Thioglobus	0.0000000000
meta_mOTU_v2_5602	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5603	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5604	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__unknown Flavobacteriaceae|s__unknown Flavobacteriaceae	0.0000000000
meta_mOTU_v2_5605	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__unknown Prevotella	0.0000000000
meta_mOTU_v2_5606	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__unknown Alphaproteobacteria|f__unknown Alphaproteobacteria|g__unknown Alphaproteobacteria|s__unknown Alphaproteobacteria	0.0000000000
meta_mOTU_v2_5607	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__unknown Veillonella	0.0000000000
meta_mOTU_v2_5608	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__unknown Campylobacter	0.0000000000
meta_mOTU_v2_5609	k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__unknown Dehalococcoidales|g__unknown Dehalococcoidales|s__unknown Dehalococcoidales	0.0000000000
meta_mOTU_v2_5610	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__unknown Alphaproteobacteria|f__unknown Alphaproteobacteria|g__unknown Alphaproteobacteria|s__unknown Alphaproteobacteria	0.0000000000
meta_mOTU_v2_5611	k__Bacteria|p__Bacteroidetes|c__unknown Bacteroidetes|o__unknown Bacteroidetes|f__unknown Bacteroidetes|g__unknown Bacteroidetes|s__unknown Bacteroidetes	0.0000000000
meta_mOTU_v2_5612	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5613	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5614	k__Bacteria|p__Cyanobacteria|c__unknown Cyanobacteria|o__Synechococcales|f__unknown Synechococcales|g__unknown Synechococcales|s__unknown Synechococcales	0.0000000000
meta_mOTU_v2_5615	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__unknown Pelagibacteraceae|s__alpha proteobacterium HIMB59	0.0000000000
meta_mOTU_v2_5616	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5617	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5618	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__unknown Bacteroides	0.0000000000
meta_mOTU_v2_5619	k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__unknown Dehalococcoidales|g__unknown Dehalococcoidales|s__unknown Dehalococcoidales	0.0000000000
meta_mOTU_v2_5620	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5621	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Leeuwenhoekiella|s__unknown Leeuwenhoekiella	0.0000000000
meta_mOTU_v2_5622	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__unknown Flavobacteriaceae|s__unknown Flavobacteriaceae	0.0000000000
meta_mOTU_v2_5623	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__candidatus Pelagibacter|s__candidatus Pelagibacter ubique	0.0000000000
meta_mOTU_v2_5624	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__unknown Bacteroidia|f__unknown Bacteroidia|g__unknown Bacteroidia|s__unknown Bacteroidia	0.0000000000
meta_mOTU_v2_5625	k__Bacteria|p__Bacteroidetes|c__unknown Bacteroidetes|o__unknown Bacteroidetes|f__unknown Bacteroidetes|g__unknown Bacteroidetes|s__unknown Bacteroidetes	0.0000000000
meta_mOTU_v2_5626	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__unknown Chromatiales|g__unknown Chromatiales|s__unknown Chromatiales	0.0000000000
meta_mOTU_v2_5627	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5628	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5629	k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__unknown Dehalococcoidales|g__unknown Dehalococcoidales|s__unknown Dehalococcoidales	0.0000000000
meta_mOTU_v2_5630	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__unknown Ruminococcus	0.0000000000
meta_mOTU_v2_5631	k__Archaea|p__Thaumarchaeota|c__unknown Thaumarchaeota|o__unknown Thaumarchaeota|f__unknown Thaumarchaeota|g__unknown Thaumarchaeota|s__unknown Thaumarchaeota	0.0000000000
meta_mOTU_v2_5632	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella massiliensis	0.0000000000
meta_mOTU_v2_5633	k__Bacteria|p__Bacteroidetes|c__unknown Bacteroidetes|o__unknown Bacteroidetes|f__unknown Bacteroidetes|g__unknown Bacteroidetes|s__unknown Bacteroidetes	0.0000000000
meta_mOTU_v2_5634	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__unknown Pseudomonas	0.0000000000
meta_mOTU_v2_5635	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__unknown Bacteroidales|g__unknown Bacteroidales|s__unknown Bacteroidales	0.0000000000
meta_mOTU_v2_5636	k__Bacteria|p__Verrucomicrobia|c__unknown Verrucomicrobia|o__unknown Verrucomicrobia|f__unknown Verrucomicrobia|g__unknown Verrucomicrobia|s__unknown Verrucomicrobia	0.0000000000
meta_mOTU_v2_5637	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__unknown Bacteroidales|g__unknown Bacteroidales|s__unknown Bacteroidales	0.0000000000
meta_mOTU_v2_5638	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5639	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__unknown Capnocytophaga	0.0000000000
meta_mOTU_v2_5640	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__unknown Alphaproteobacteria|f__unknown Alphaproteobacteria|g__unknown Alphaproteobacteria|s__unknown Alphaproteobacteria	0.0000000000
meta_mOTU_v2_5641	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5642	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__unknown Streptococcus	0.0000000000
meta_mOTU_v2_5643	k__Bacteria|p__Chloroflexi|c__unknown Chloroflexi|o__unknown Chloroflexi|f__unknown Chloroflexi|g__unknown Chloroflexi|s__unknown Chloroflexi	0.0000000000
meta_mOTU_v2_5644	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5645	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__candidatus Actinomarinales|f__candidatus Actinomarinaceae|g__candidatus Actinomarina|s__candidatus Actinomarina minuta	0.0000000000
meta_mOTU_v2_5646	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5647	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__unknown Bacteroidales|g__unknown Bacteroidales|s__unknown Bacteroidales	0.0000000000
meta_mOTU_v2_5648	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5649	k__Bacteria|p__Chloroflexi|c__unknown Chloroflexi|o__unknown Chloroflexi|f__unknown Chloroflexi|g__unknown Chloroflexi|s__unknown Chloroflexi	0.0000000000
meta_mOTU_v2_5650	k__Bacteria|p__Bacteroidetes|c__unknown Bacteroidetes|o__unknown Bacteroidetes|f__unknown Bacteroidetes|g__unknown Bacteroidetes|s__unknown Bacteroidetes	0.0000000000
meta_mOTU_v2_5651	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5652	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum sp. 51_20	0.0000000000
meta_mOTU_v2_5653	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5654	k__Bacteria|p__Chloroflexi|c__unknown Chloroflexi|o__unknown Chloroflexi|f__unknown Chloroflexi|g__unknown Chloroflexi|s__unknown Chloroflexi	0.0000000000
meta_mOTU_v2_5655	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__unknown Bacteroidales|g__unknown Bacteroidales|s__unknown Bacteroidales	0.0000000000
meta_mOTU_v2_5656	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__unknown Anaeromassilibacillus	0.0000000000
meta_mOTU_v2_5657	k__Bacteria|p__Bacteroidetes|c__unknown Bacteroidetes|o__unknown Bacteroidetes|f__unknown Bacteroidetes|g__unknown Bacteroidetes|s__unknown Bacteroidetes	0.0000000000
meta_mOTU_v2_5658	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__unknown Alphaproteobacteria|f__unknown Alphaproteobacteria|g__unknown Alphaproteobacteria|s__unknown Alphaproteobacteria	0.0000000000
meta_mOTU_v2_5659	k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Puniceicoccales|f__Puniceicoccaceae|g__Coraliomargarita|s__Coraliomargarita sp. CAG:312	0.0000000000
meta_mOTU_v2_5660	k__Bacteria|p__Firmicutes|c__unknown Firmicutes|o__unknown Firmicutes|f__unknown Firmicutes|g__unknown Firmicutes|s__unknown Firmicutes	0.0000000000
meta_mOTU_v2_5661	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5662	k__Bacteria|p__Nitrospinae|c__Nitrospinia|o__Nitrospinales|f__Nitrospinaceae|g__Nitrospina|s__Nitrospina gracilis	0.0000000000
meta_mOTU_v2_5663	k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__Elusimicrobium|s__Elusimicrobium sp. An273	0.0000000000
meta_mOTU_v2_5664	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__unknown Pelagibacteraceae|s__alpha proteobacterium HIMB59	0.0000000000
meta_mOTU_v2_5665	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium sp. CAG:274	0.0000000000
meta_mOTU_v2_5666	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__unknown Eggerthellaceae|s__unknown Eggerthellaceae	0.0000000000
meta_mOTU_v2_5667	k__Archaea|p__Thaumarchaeota|c__unknown Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__unknown Nitrosopumilaceae|s__unknown Nitrosopumilaceae	0.0000000000
meta_mOTU_v2_5668	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__unknown Prevotella	0.0000000000
meta_mOTU_v2_5669	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5670	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__unknown Odoribacter	0.0000000000
meta_mOTU_v2_5671	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5672	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__unknown Acidaminococcus	0.0000000000
meta_mOTU_v2_5673	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__unknown Actinobacteria|f__unknown Actinobacteria|g__unknown Actinobacteria|s__marine actinobacterium MedAcidi-G1	0.0000000000
meta_mOTU_v2_5674	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__unknown Selenomonadales|g__unknown Selenomonadales|s__unknown Selenomonadales	0.0000000000
meta_mOTU_v2_5675	k__Bacteria|p__candidatus Saccharibacteria|c__unknown candidatus Saccharibacteria|o__unknown candidatus Saccharibacteria|f__unknown candidatus Saccharibacteria|g__unknown candidatus Saccharibacteria|s__unknown candidatus Saccharibacteria	0.0000000000
meta_mOTU_v2_5676	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5677	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__unknown Sutterella	0.0000000000
meta_mOTU_v2_5678	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__unknown Flavobacteriales|g__unknown Flavobacteriales|s__unknown Flavobacteriales	0.0000000000
meta_mOTU_v2_5679	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__unknown Flavobacteriaceae|s__unknown Flavobacteriaceae	0.0000000000
meta_mOTU_v2_5680	k__Bacteria|p__Bacteroidetes|c__unknown Bacteroidetes|o__unknown Bacteroidetes|f__unknown Bacteroidetes|g__unknown Bacteroidetes|s__unknown Bacteroidetes	0.0000000000
meta_mOTU_v2_5681	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:273	0.0000000000
meta_mOTU_v2_5682	k__Bacteria|p__Bacteroidetes|c__unknown Bacteroidetes|o__unknown Bacteroidetes|f__unknown Bacteroidetes|g__unknown Bacteroidetes|s__unknown Bacteroidetes	0.0000000000
meta_mOTU_v2_5683	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__unknown Cytophagales|g__unknown Cytophagales|s__unknown Cytophagales	0.0000000000
meta_mOTU_v2_5684	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__unknown Flavobacteriaceae|s__unknown Flavobacteriaceae	0.0000000000
meta_mOTU_v2_5685	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5686	k__Bacteria|p__Bacteroidetes|c__unknown Bacteroidetes|o__unknown Bacteroidetes|f__unknown Bacteroidetes|g__unknown Bacteroidetes|s__unknown Bacteroidetes	0.0000000000
meta_mOTU_v2_5687	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__unknown Alcanivorax	0.0000000000
meta_mOTU_v2_5688	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5689	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__candidatus Pelagibacter|s__unknown candidatus Pelagibacter	0.0000000000
meta_mOTU_v2_5690	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__unknown Sphingomonadaceae|s__unknown Sphingomonadaceae	0.0000000000
meta_mOTU_v2_5691	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__unknown Treponema	0.0000000000
meta_mOTU_v2_5692	k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma sp. CAG:611	0.0000000000
meta_mOTU_v2_5693	k__Bacteria|p__Bacteroidetes|c__unknown Bacteroidetes|o__unknown Bacteroidetes|f__unknown Bacteroidetes|g__unknown Bacteroidetes|s__unknown Bacteroidetes	0.0000000000
meta_mOTU_v2_5694	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__unknown Pelagibacteraceae|s__unknown Pelagibacteraceae	0.0000000000
meta_mOTU_v2_5695	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium neonatale	0.0000000000
meta_mOTU_v2_5696	k__Bacteria|p__Firmicutes|c__unknown Firmicutes|o__unknown Firmicutes|f__unknown Firmicutes|g__unknown Firmicutes|s__unknown Firmicutes	0.0000000000
meta_mOTU_v2_5697	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5698	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:306	0.0000000000
meta_mOTU_v2_5699	k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__unknown Dehalococcoidales|g__unknown Dehalococcoidales|s__unknown Dehalococcoidales	0.0000000000
meta_mOTU_v2_5700	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__unknown Alphaproteobacteria|f__unknown Alphaproteobacteria|g__unknown Alphaproteobacteria|s__unknown Alphaproteobacteria	0.0000000000
meta_mOTU_v2_5701	k__unknown cellular organisms|p__unknown cellular organisms|c__unknown cellular organisms|o__unknown cellular organisms|f__unknown cellular organisms|g__unknown cellular organisms|s__unknown cellular organisms	0.0000000000
meta_mOTU_v2_5702	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio sp. CAG:318	0.0000000000
meta_mOTU_v2_5703	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5704	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__unknown Flavobacteriaceae|s__unknown Flavobacteriaceae	0.0000000000
meta_mOTU_v2_5705	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5706	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__unknown Acidaminococcus	0.0000000000
meta_mOTU_v2_5707	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__unknown Veillonellaceae|s__unknown Veillonellaceae	0.0000000000
meta_mOTU_v2_5708	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5709	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. CAG:462	0.0000000000
meta_mOTU_v2_5710	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
